Name	Age	Class	Ticket	Location	Job	Boat	Survived	Sex
MORLEY, Mr William	34	3rd Class Passenger	364506 £8 1s	Southampton	Carpenter / Joiner		0	M
MORRIS, Mr Arthur	30	Engineering Crew		Southampton	Greaser		0	M
MORRIS, Mr Frank Herbert	28	Victualling Crew		Belfast	Bathroom Steward (1st Class)	14	1	M
MORRIS, Mr William Edward	22	Engineering Crew		Southampton	Trimmer		0	M
MORROW, Mr Thomas Rowan	30	3rd Class Passenger	372622 £7 15s	Queenstown	General Labourer		0	M
MOSS, Mr Albert Johan	29	3rd Class Passenger	312991 £7 15s 6d	Southampton		B	1	M
MOSS, Mr William	34	Victualling Crew		Belfast	1st Class Saloon Steward		0	M
MOUSSA, Mrs Mantoura Boulos	35	3rd Class Passenger	2626 £7 4s 7d	Cherbourg	Housewife		1	F
MOUTAL, Mr Rahamin Haim	28	3rd Class Passenger	374746 £8 1s	Southampton	Traveller		0	M
MOYES, Mr William Young	23	Engineering Crew		Belfast	Senior 6th. Engineer		0	M
MUBāRIK, Master Halīm	4	3rd Class Passenger	2661 £15 4s 11d	Cherbourg		C	1	M
MUBāRIK, Master Jirjis	7	3rd Class Passenger	2661 £15 4s 11d	Cherbourg		C	1	M
MUBāRIK, Mrs Amīnah	24	3rd Class Passenger	2661 £15 4s 11d	Cherbourg		C	1	F
MUDD, Mr Thomas Cupper	16	2nd Class Passenger	S.O./P.P 3 £10 10s	Southampton			0	M
MüLLER, Mr Ludwig	36	Victualling Crew		Southampton	Interpreter Steward (3rd Class)		0	M
MULLIN, Miss Catherine	21	3rd Class Passenger	35852 £7 14s 8d	Queenstown		16	1	F
MULLIN, Miss Mary (_Lennon)	18	3rd Class Passenger	370371 £15 10s	Queenstown			0	F
MULLIN, Mr Thomas	20	Victualling Crew		Southampton	3rd Class Steward	[323]	0	M
MULVIHILL, Miss Bridget Elizabeth	25	3rd Class Passenger	382653 £7 15s	Queenstown		15	1	F
MURDLIN, Mr Joseph	22	3rd Class Passenger	3235 £8 1s	Southampton	Chemist		0	M
MURDOCH, Mr William McMaster	39	Deck Crew Titanic Officers		Belfast	1st. Officer		0	M
MURDOCK, Mr William John	37	Engineering Crew		Belfast	Fireman		1	M
MURPHY, Miss Catherine		3rd Class Passenger	367230 £15 10s	Queenstown		16	1	F
MURPHY, Miss Margaret Jane	25	3rd Class Passenger	367230 £15 10s	Queenstown		16	1	F
MURPHY, Miss Nora	34	3rd Class Passenger	36568 £15 10s	Queenstown		16	1	F
MUSLAMāNī, Mrs Fatīmah Muhammad		3rd Class Passenger	2649 £7 4s 6d	Cherbourg		C	1	F
MYHRMAN, Mr Pehr Fabian Oliver Malkolm	18	3rd Class Passenger	347078 £7 15s	Southampton	Clerk		0	M
MYLES, Mr Thomas Francis	63	2nd Class Passenger	240276 £9 13s 9d	Queenstown	Gentleman		0	M
NAIDENOFF, Mr Penko	22	3rd Class Passenger	349206 £7 17s 11d	Southampton	General Labourer		0	M
NAJIB KIAMIE, Miss Adele "Jane"	15	3rd Class Passenger	2667 £7 4s 6d	Cherbourg		C	1	F
NAKHLI, Mr Toufik	17	3rd Class Passenger	2641 £7 4s 7d	Cherbourg			0	M
NAKID, Miss Maria	1	3rd Class Passenger	2653 £15 14s 10d	Cherbourg		C	1	F
NAKID, Mr Sahid	20	3rd Class Passenger	2653 £15 14s 10d	Cherbourg		C	1	M
NAKID, Mrs Waika "Mary"	19	3rd Class Passenger	2653 £15 14s 10d	Cherbourg		C	1	F
NANCARROW, Mr William Henry		3rd Class Passenger	3338 £8 1s	Southampton	Mason		0	M
NANKOFF, Mr Minko	32	3rd Class Passenger	349218 £7 17s 11d	Southampton	General Labourer		0	M
NANNINI, Sig. Francesco Luigi Arcangelo	42	Restaurant Staff		Southampton	Head Waiter (Restaurant)		0	M
NASR 'ALMā, Mr Mustafà		3rd Class Passenger	2652 £7 4s 7d	Cherbourg	Farm Labourer		0	M
NASSER, Mr Nicholas	28	2nd Class Passenger	237736 £30 1s 5d	Cherbourg		[43]	0	M
NASSER, Mrs Adele	14	2nd Class Passenger	237736 £30 1s 5d	Cherbourg			1	F
NASSR RIZQ, Mr Saade	20	3rd Class Passenger	2676 £7 4s 6d	Cherbourg			0	M
NATSCH, Mr Charles	36	1st Class Passenger	17596 £29 14s	Cherbourg			0	M
NAUGHTON, Miss Hannah	21	3rd Class Passenger	365237 £7 15s	Queenstown	Teacher		0	F
NAVRATIL, Master Edmond Roger	2	2nd Class Passenger	230080 £26	Southampton		D	1	M
NAVRATIL, Master Michel Marcel	3	2nd Class Passenger	230080 £26	Southampton		D	1	M
NAVRATIL, Mr Michel	32	2nd Class Passenger	230080 £26	Southampton		[15]	0	M
NEAL, Mr Bentley Harold	25	Victualling Crew		Southampton	Baker	13	1	M
NENKOFF, Mr Christo	22	3rd Class Passenger	349234 £7 17s 11d	Southampton	General Labourer		0	M
NESSON, Mr Israel	26	2nd Class Passenger	244368 £13	Southampton	Electrician		0	M
NETTLETON, Mr George Walter	29	Engineering Crew		Southampton	Fireman		0	M
NEWELL, Miss Madeleine	31	1st Class Passenger	35273 £113 5s 6d	Cherbourg		6	1	F
NEWELL, Miss Marjorie Anne	23	1st Class Passenger	35273 £113 5s 6d	Cherbourg		6	1	F
NEWELL, Mr Arthur Webster	58	1st Class Passenger	35273 £113 5s 6d	Cherbourg		[122]	0	M
NEWMAN, Mr Charles Thomas	33	Engineering Crew		Southampton	Assistant Storekeeper		0	M
NEWSOM, Miss Helen Monypeny	19	1st Class Passenger	11752 £26 5s 8d	Southampton		5	1	F
NICHOLLS, Mr Joseph Charles	19	2nd Class Passenger	33112 £36 15s	Southampton	Miner	[101]	0	M
NICHOLLS, Mr Sidney	39	Victualling Crew		Southampton	Saloon Steward		0	M
NICHOLS, Mr Alfred William Stanley	47	Deck Crew		Belfast	Boatswain		0	M
NICHOLS, Mr Arthur	34	Victualling Crew		Southampton	Steward		0	M
NICHOLS, Mr Walter Henry	35	Victualling Crew		Southampton	Assistant Saloon Steward, 2nd class	15	1	M
NICHOLSON, Mr Arthur Ernest	59	1st Class Passenger	693 £26	Southampton		[263]	0	M
NIEMINEN, Miss Manta Josefina	29	3rd Class Passenger	3101297 £7 18s 6d	Southampton	Servant		0	F
NIKLASSON, Mr Samuel	28	3rd Class Passenger	363611 £8 1s	Southampton	General Labourer		0	M
NILSSON, Miss Berta Olivia	18	3rd Class Passenger	347066 £7 15s 6d	Southampton		D	1	F
NILSSON, Miss Helmina Josefina	26	3rd Class Passenger	347470 £7 17s 1d	Southampton		13	1	F
NILSSON, Mr August Ferdinand	21	3rd Class Passenger	350410 £7 17s 1d	Southampton	General Labourer		0	M
NīQūLA YāRID, Master Ilyās	11	3rd Class Passenger	2651 £11 4s 10d	Cherbourg		C	1	M
NīQūLA YāRID, Miss Jamilah	14	3rd Class Passenger	2651 £11 4s 10d	Cherbourg		C	1	F
NIRVA, Mr Iisakki Antino Äijö	41	3rd Class Passenger	3101272 £7 2s 6d	Southampton	General Labourer		0	M
NISKäNEN, Mr Juha	39	3rd Class Passenger	3101289 £7 18s 6d	Southampton		9	1	M
NIVEN, Mr John Brown	30	Engineering Crew		Southampton	Fireman		0	M
NOFAL, Mr Mansouer	20	3rd Class Passenger	2697 £7 4s 7d	Cherbourg	Journalist	[181]	0	M
NOON, Mr John	35	Engineering Crew		Southampton	Fireman		0	M
NORMAN, Mr Robert Douglas	27	2nd Class Passenger	218629 £13 10s	Southampton	Electrical Engineer	[287]	0	M
NORRIS, Mr James	23	Engineering Crew		Southampton	Fireman		0	M
NOSS, Mr Bertram Arthur	21	Engineering Crew		Southampton	Fireman		0	M
NOSS, Mr Henry	30	Engineering Crew		Southampton	Fireman		1	M
NOSWORTHY, Mr Richard Cater	21	3rd Class Passenger	39886 £7 16s	Southampton	Farm Labourer		0	M
NOURNEY, Mr Alfred	20	1st Class Passenger	2166 £13 17s 3d	Cherbourg	Gentleman	7	1	M
NUTBEAN, Mr William	30	Engineering Crew		Southampton	Fireman		1	M
NYE, Mrs Elizabeth	29	2nd Class Passenger	29395 £10 10s	Southampton		11	1	F
NYSTEN, Miss Anna Sofia	22	3rd Class Passenger	347081 £7 15s	Southampton		13	1	F
NYSVEEN, Mr Johan Hansen	60	3rd Class Passenger	345364 £6 4s 9d	Southampton	Farmer		0	M
O'BRIEN, Mr Denis	21	3rd Class Passenger	330979 £7 16s 7d	Queenstown	Postal Clerk / Postman		0	M
O'BRIEN, Mr Thomas	27	3rd Class Passenger	370365 £15 10s	Queenstown	Farm Labourer		0	M
O'BRIEN, Mrs Johanna "Hannah"	26	3rd Class Passenger	370365 £15 10s	Queenstown	Housewife		1	F
O'CONNELL, Mr Patrick Denis	17	3rd Class Passenger	334912 £7 14s 8d	Queenstown	General Labourer		0	M
O'CONNOR, Mr John	25	Engineering Crew		Southampton	Trimmer	B	1	M
O'CONNOR, Mr Maurice	16	3rd Class Passenger	371060 £7 15s	Queenstown	General Labourer		0	M
O'CONNOR, Mr Patrick	23	3rd Class Passenger	366713 £7 15s	Queenstown	Farmer		0	M
O'CONNOR, Mr Thomas Peter	43	Victualling Crew		Belfast	1st Class Bedroom Steward		0	M
O'DWYER, Miss Ellen	25	3rd Class Passenger	330959 £7 17s 7d	Queenstown		10	1	F
O'KEEFE, Mr Patrick	21	3rd Class Passenger	368402 £7 15s	Queenstown	Farm Labourer	B	1	M
O'LEARY, Miss Hanora "Nora"	16	3rd Class Passenger	330919 £7 16s 7d	Queenstown		13	1	F
O'LOUGHLIN, Dr William Francis Norman	62	Deck Crew		Belfast	Surgeon		0	M
O'SULLIVAN, Miss Bridget Mary	21	3rd Class Passenger	330909 £7 12s 7d	Queenstown			0	F
ÖDAHL, Mr Nils Martin	23	3rd Class Passenger	7267 £9 4s 6d	Southampton	General Labourer		0	M
ÖHMAN, Miss Velin	22	3rd Class Passenger	347085 £7 15s 6d	Southampton		C	1	F
OLIVA Y OCANA, Doña Fermina	39	1st Class Passenger Servant	17758 £108 18s	Cherbourg	Personal Maid	8	1	F
OLIVE, Mr Charles	31	Engineering Crew		Southampton	Greaser		0	M
OLIVE, Mr Ernest Roskelly	26	Victualling Crew		Southampton	Clothes Presser Steward (1st class)		0	M
OLIVER, Mr H.	32	Engineering Crew		Southampton	Fireman	9	1	M
OLLIVER, Mr Alfred John	27	Deck Crew		Belfast	Quartermaster	5	1	M
OLSEN, Master Artur Karl	9	3rd Class Passenger	17368 £3 3s 5d	Southampton		13	1	M
OLSEN, Mr Henry Margido	28	3rd Class Passenger	4001 £22 10s 6d	Southampton	Engineer	[173]	0	M
OLSEN, Mr Karl Siegwart Andreas	42	3rd Class Passenger	4579 £8 8s 1d	Southampton	General Labourer		0	M
OLSEN, Mr Ole Martin	27	3rd Class Passenger	265302 £7 6s 3d	Southampton	General Labourer		0	M
OLSSON, Miss Elina	31	3rd Class Passenger	350407 £7 17s 1d	Southampton			0	F
OLSSON, Mr Nils Johan Göransson	28	3rd Class Passenger	347464 £7 17s 1d	Southampton			0	M
OLSSON, Mr Oscar Wilhelm	32	3rd Class Passenger	347079 £7 15s 6d	Southampton		A	1	M
OLSVIGEN, Mr Thor Anderson	20	3rd Class Passenger	6563 £9 4s 6d	Southampton	Salesman	[89]	0	M
OMONT, Mr Alfred Fernand	29	1st Class Passenger	12998 £25 14s 10d	Cherbourg	Dealer	7	1	M
ORESKOVIC, Miss Jelka	23	3rd Class Passenger	315085 £8 13s 3d	Southampton	Farmer		0	F
ORESKOVIC, Miss Marija	20	3rd Class Passenger	315096 £8 13s 3d	Southampton	Farm Labourer		0	F
ORESKOVIC, Mr Luka	20	3rd Class Passenger	315094 £8 13s 3d	Southampton	Farmer		0	M
ORPET, Mr Walter Hayward	31	Victualling Crew		Southampton	Saloon Steward		0	M
ORR, Mr J.	40	Victualling Crew		Southampton	Assistant Vegetable Cook		0	M
OSBORNE, Mr William Edward	32	Victualling Crew		Belfast	Saloon Steward		0	M
OSéN, Mr Olaf Elon	16	3rd Class Passenger	7534 £9 4s 4d	Southampton	Farm Labourer		0	M
OSMAN, Mr Frank	27	Deck Crew		Southampton	Able Seaman	2	1	M
ØSTBY, Miss Helen Ragnhild	22	1st Class Passenger	113509 £61 19s 7d	Southampton		5	1	F
OSTBY, Mr Engelhart Cornelius	64	1st Class Passenger	113509 £61 19s 7d	Southampton	Jeweller	[234]	0	M
OTHEN, Mr Charles Alfred	36	Engineering Crew		Southampton	Fireman		1	M
OTTER, Mr Richard	38	2nd Class Passenger	28213 £13	Southampton	Stone Cutter		0	M
OVIéS Y RODRíGUEZ, Mr Servando José Florentino	36	1st Class Passenger	17562 £27 14s 5d	Cherbourg	Merchant	[189]	0	M
OWEN, Mr Lewis	49	Victualling Crew		Southampton	Assistant Saloon Steward, 2nd Class		0	M
OXENHAM, Mr Percy Thomas	22	2nd Class Passenger	14260 £10 10s	Southampton	Mason	13	1	M
PACEY, Mr Reginald lvan	17	Victualling Crew		Southampton	Lift Steward		0	M
PACHERA, Sig. Jean Baptiste Stanislas	19	Restaurant Staff		Southampton	Assistant Larder Cook		0	M
PADRON MANENT, Mr Julian	26	2nd Class Passenger	2146 £13 17s 3d	Cherbourg	Chauffeur	9	1	M
PAICE, Mr Richard Charles John	32	Engineering Crew		Southampton	Fireman		0	M
PAIN, Dr Alfred	23	2nd Class Passenger	244278 £10 10s	Southampton	Doctor		0	M
PAINTER, Mr Charles	31	Engineering Crew		Southampton	Fireman		0	M
PAINTER, Mr Frank	29	Engineering Crew		Southampton	Fireman		0	M
PAINTIN, Mr James Arthur	29	Victualling Crew		Southampton	Captain's Steward (Tiger)		0	M
PALLàS I CASTELLó, Sr. Emili	29	2nd Class Passenger	2147 £13 17s 2d	Cherbourg		9	1	M
PALLES, Mr Thomas Henry Michael	42	Engineering Crew		Belfast	Greaser		0	M
PåLSSON, Master Gösta Leonard	2	3rd Class Passenger	349909 £21 1s 6d	Southampton			0	M
PåLSSON, Master Paul Folke	6	3rd Class Passenger	349909 £21 1s 6d	Southampton			0	M
PåLSSON, Miss Stina Viola	3	3rd Class Passenger	349909 £21 1s 6d	Southampton			0	F
PåLSSON, Miss Torborg Danira	8	3rd Class Passenger	349909 £21 1s 6d	Southampton			0	F
PåLSSON, Mrs Alma Cornelia	29	3rd Class Passenger	349909 £21 1s 6d	Southampton	Housewife	[206]	0	F
PANULA, Master Eino Viljam	1	3rd Class Passenger	3101295 £39 13s 9d	Southampton			0	M
PANULA, Master Jaako Arnold	14	3rd Class Passenger	3101295 £39 13s 9d	Southampton	General Labourer		0	M
PANULA, Master Juha Niilo	7	3rd Class Passenger	3101295 £39 13s 9d	Southampton			0	M
PANULA, Master Urho Abraham	2	3rd Class Passenger	3101295 £39 13s 9d	Southampton			0	M
PANULA, Mr Ernesti Arvid	16	3rd Class Passenger	3101295 £39 13s 9d	Southampton	General Labourer		0	M
PANULA, Mrs Maija Emelia Abrahamintytar	41	3rd Class Passenger	3101295 £39 13s 9d	Southampton			0	F
PARKER, Mr Clifford Richard	17	2nd Class Passenger	14888 £10 10s	Southampton	Clerk		0	M
PARKES, Mr Francis	21	2nd Class Passenger H&W Guarantee Group	239853	Belfast	Plumber		0	M
PARR, Mr William Henry Marsh	29	1st Class Passenger H&W Guarantee Group	112052	Belfast	Electrician		0	M
PARRISH, Mrs Lutie Davis	59	2nd Class Passenger	230433 £26	Southampton		12	1	F
PARSONS, Mr Edward	37	Victualling Crew		Southampton	Chief Storekeeper (1st Class)		0	M
PARSONS, Mr Frank Alfred	26	Engineering Crew		Belfast	Senior 5th. Engineer		0	M
PARSONS, Mr Richard Henry	18	Victualling Crew		Southampton	Saloon Steward (2nd class)		0	M
PARTNER, Mr Austin	40	1st Class Passenger	113043 £28 10s	Southampton	Stockbroker	[166]	0	M
PASCOE, Mr Charles H.	43	Deck Crew		Southampton	Able Seaman	8	1	M
PASIC, Mr Jakob	21	3rd Class Passenger	315097 £8 13s 3d	Southampton	Farmer		0	M
PATCHETT, Mr George	19	3rd Class Passenger	358585 £14 10s	Southampton	Shoemaker		0	M
PAVLOVIC, Mr Stefo	32	3rd Class Passenger	349242 £7 17s 11d	Southampton	General Labourer		0	M
PAYNE, Mr Vivian Ponsonby	22	1st Class Passenger Servant	12749 £93 10s	Southampton	Clerk		0	M
PEACOCK, Master Albert Edward	0	3rd Class Passenger	3101315 £13 15s 6d	Southampton			0	M
PEACOCK, Miss Treasteall	3	3rd Class Passenger	3101315 £13 15s 6d	Southampton			0	F
PEACOCK, Mrs Edith	26	3rd Class Passenger	3101315 £13 15s 6d	Southampton			0	F
PEARCE, Mr Alfred Emest	24	Victualling Crew		Southampton	Steward		0	M
PEARCE, Mr Ernest	32	3rd Class Passenger	343271 £7	Southampton	Farmer		0	M
PEARCE, Mr John	28	Engineering Crew		Southampton	Fireman		1	M
PEARCEY, Mr Albert Victor	25	Victualling Crew		Southampton	Pantry Steward (3rd Class)		1	M
PEARS, Mr Thomas Clinton	29	1st Class Passenger	113776 £66 12s	Southampton	Of Independent Means		0	M
PEARS, Mrs Edith	22	1st Class Passenger	113776 £66 12s	Southampton		8	1	F
PEDERSEN, Mr Olaf	28	3rd Class Passenger	345498 £7 15s 6d	Southampton	General Labourer		0	M
PEDRINI, Sig. Alessandro	21	Restaurant Staff		Southampton	Assistant Waiter	[104]	0	M
PEDUZZI, Mr Giuseppe	24	3rd Class Passenger	2817 £8 1s	Southampton	Waiter		0	M
PEKONIEMI, Mr Edvard	21	3rd Class Passenger	3101294 £7 18s 6d	Southampton	General Labourer		0	M
PELHAM, Mr George	39	Engineering Crew		Southampton	Trimmer	16	1	M
PELTOMäKI, Mr Nikolai Johannes	25	3rd Class Passenger	3101291 £7 18s 6d	Southampton	General Labourer		0	M
PEñASCO Y CASTELLANA, Mr Victor	24	1st Class Passenger	17758 £108 18s	Cherbourg	Of Independent Means		0	M
PEñASCO Y CASTELLANA, Mrs Maria Josefa Perezde Soto y Vallejo	22	1st Class Passenger	17758 £108 18s	Cherbourg	Of Independent Means	8	1	F
PENGELLY, Mr Frederick William	19	2nd Class Passenger	28665 £10 10s	Southampton	Miner		0	M
PENNAL, Mr Thomas Frederick Cohen	33	Victualling Crew		Southampton	Bathroom Steward (1st Class)		0	M
PENNY, Mr William Farr	31	Victualling Crew		Southampton	Assistant Saloon Steward (2nd Class)		0	M
PENROSE, Mr John Poole	49	Victualling Crew		Belfast	Bedroom Steward (1st Class)		0	M
PERACCHIO, Sig. Alberto	20	Restaurant Staff		Southampton	Assistant Waiter		0	M
PERACCHIO, Sig. Sebastiano	17	Restaurant Staff		Southampton	Assistant Waiter		0	M
PERKIN, Mr John Henry	22	3rd Class Passenger	21174 £7 5s	Southampton	Farmer		0	M
PERKINS, Mr Laurence Alexander	22	Victualling Crew		Southampton	Telephone Operator Steward		0	M
PERKIS, Mr Walter John	37	Deck Crew		Belfast	Quartermaster	4	1	M
PERNOT, Mr René	39	2nd Class Passenger Servant	2131 £15 1s	Cherbourg	Chauffeur		0	M
PEROTTI, Sig. Alfonso	20	Restaurant Staff		Southampton	Assistant Waiter		0	M
PERREAULT, Miss Mary Anne	33	1st Class Passenger Servant	12749 £93 10s	Southampton	Personal Maid	3	1	F
PERREN, Mr William Charles	47	Victualling Crew		Southampton	Boots Steward (2nd class)		0	M
PERRITON, Mr Hubert Prouse	31	Victualling Crew		Southampton	Saloon Steward (1st class)		0	M
PERRY, Mr Edgar Lionel	19	Engineering Crew		Southampton	Trimmer		1	M
PERRY, Mr Henry Frederick	23	Engineering Crew		Southampton	Trimmer		0	M
PERSSON, Mr Ernst Ulrik	25	3rd Class Passenger	347083 £7 15s 6d	Southampton	Chauffeur	15	1	M
PERUSCHITZ, Fr Josef	41	2nd Class Passenger	237393 £13	Southampton	Priest / Minister		0	M
PETER / JOSEPH, Master Michael J. ("Michael Joseph")	4	3rd Class Passenger	2668 £22 7s 2d	Cherbourg		D	1	M
PETER / JOSEPH, Miss Anna ("Mary Joseph")	2	3rd Class Passenger	2668 £22 7s 2d	Cherbourg		C	1	F
PETER / JOSEPH, Mrs Catherine	24	3rd Class Passenger	2668 £22 7s 2d	Cherbourg		C	1	F
PETERS, Miss Catherine	26	3rd Class Passenger	330935 £8 2s 9d	Queenstown			0	F
PETERS, Mr William Chapman	26	Deck Crew		Southampton	Able Seaman	9	1	M
PETERSEN, Mr Marius	24	3rd Class Passenger	342441 £8 1s	Southampton	Dairy Worker		0	M
PETRANEC, Miss Matilda	28	3rd Class Passenger	349245 £7 17s 11d	Southampton	Servant		0	F
PETROFF, Mr Nedialco	19	3rd Class Passenger	349212 £7 17s 11d	Southampton	General Labourer		0	M
PETROFF, Mr Pastcho	29	3rd Class Passenger	349215 £7 17s 11d	Southampton	General Labourer		0	M
PETTERSSON, Miss Elin Natalia	18	3rd Class Passenger	347087 £7 15s 6d	Southampton			0	F
PETTERSSON, Mr Johan Emil	25	3rd Class Passenger	347076 £7 15s 6d	Southampton	General Labourer		0	M
PETTY, Mr Edwin Henry	25	Victualling Crew		Southampton	Bedroom Steward (2nd class)	[82]	0	M
PEUCHEN, Major Arthur Godfrey	52	1st Class Passenger	113786 £30 10s	Southampton		6	1	M
PFROPPER, Mr Richard Paul Jozef	30	Victualling Crew		Southampton	Saloon Steward		1	M
PHILLIMORE, Mr Harold Charles William	23	Victualling Crew		Belfast	Saloon Steward (2nd class)	14	1	M
PHILLIPS, Miss Alice Frances Louisa	21	2nd Class Passenger	2 £21	Southampton		12	1	F
PHILLIPS, Miss Kate Florence	19	2nd Class Passenger	250655 £26	Southampton		11	1	F
PHILLIPS, Mr A. George	27	Engineering Crew		Southampton	Greaser		0	M
PHILLIPS, Mr Escott Robert	42	2nd Class Passenger	2 £21	Southampton			0	M
PHILLIPS, Mr John George	25	Victualling Crew		Belfast	Telegraphist		0	M
PHILLIPS, Mr Walter John	35	Restaurant Staff		Southampton	Storekeeper		0	M
PIATTI, Sig. Louis	17	Restaurant Staff		Southampton	Assistant Waiter		0	M
PIAZZA, Sig. Pompeo Gaspro	32	Restaurant Staff		Southampton	Waiter	[266]	0	M
PICARD, Mr Benoît	32	3rd Class Passenger	392078 £8 1s	Southampton	Leather Worker	9	1	M
PINSKY, Mrs Rosa	32	2nd Class Passenger	234604 £13	Southampton		9	1	F
PITFIELD, Mr William James	25	Engineering Crew		Southampton	Greaser		0	M
PITMAN, Mr Herbert John	34	Deck Crew Titanic Officers		Belfast	3rd. Officer	5	1	M
PLATT, Mr Wilfred George	18	Victualling Crew		Southampton	Scullion		0	M
PLOTCHARSKY, Mr Vasil	27	3rd Class Passenger	349227 £7 17s 11d	Southampton	General Labourer		0	M
PODESTA, Mr Alfred John Alexander	24	Engineering Crew		Southampton	Fireman		1	M
POGGI, Sig. Emilio	28	Restaurant Staff		Southampton	Waiter	[301]	0	M
POINGDESTRE, Mr John Thomas	33	Deck Crew		Southampton	Able Seaman	12	1	M
POKRNIC, Mr Mate	17	3rd Class Passenger	315095 £8 13s 3d	Southampton			0	M
POKRNIC, Mr Tome	24	3rd Class Passenger	315092 £8 13s 3d	Southampton			0	M
POND, Mr George	32	Engineering Crew		Southampton	Fireman		0	M
PONESELL, Mr Martin	24	2nd Class Passenger	250647 £13	Southampton			0	M
POOK, Mr Percy Robert	34	Victualling Crew		Southampton	Assistant pantry steward		0	M
PORT, Mr Frank	22	Victualling Crew		Southampton	Steward		1	M
PORTALUPPI, Mr Emilio Ilario Giuseppe	30	2nd Class Passenger	34644 £12 14s 9d	Cherbourg		14	1	M
PORTER, Mr Walter Chamberlain	46	1st Class Passenger	110465 £52	Southampton		[207]	0	M
PORTEUS, Mr Thomas Henry	32	Victualling Crew		Southampton	Butcher		0	M
POTTER, Mrs Lily Alexenia	56	1st Class Passenger	11767 £83 3s 2d	Cherbourg		7	1	F
PRANGNELL, Mr George Alexander	30	Engineering Crew		Southampton	Greaser	B	1	M
PRENTICE, Mr Frank Winnold	23	Victualling Crew		Southampton	Storekeeper		1	M
PRESTON, Mr Thomas Charles Alfred	20	Engineering Crew		Southampton	Trimmer		0	M
PRICE, Mr Ernest Cyril	17	Restaurant Staff		Southampton	Barman	[186]	0	M
PRICHARD, Mrs Alice Maud	34	Victualling Crew		Southampton	Stewardess	11	1	F
PRIDEAUX, Mr John Arthur (Jack)	23	Victualling Crew		Southampton	3rd Class Steward		0	M
PRIEST, Mr Arthur John	24	Engineering Crew		Southampton	Fireman		1	M
PRIOR, Mr Harold John Arnold	21	Victualling Crew		Southampton	Steward (3rd Class)		1	M
PROCTOR, Mr Charles	45	Victualling Crew		Belfast	Chef		0	M
